rank,rating,trainer_name,blog_url,pokemon1_name,pokemon1_item,pokemon1_nature,pokemon1_ability,pokemon1_Ttype,pokemon1_moves,pokemon1_effort,pokemon2_name,pokemon2_item,pokemon2_nature,pokemon2_ability,pokemon2_Ttype,pokemon2_moves,pokemon2_effort,pokemon3_name,pokemon3_item,pokemon3_nature,pokemon3_ability,pokemon3_Ttype,pokemon3_moves,pokemon3_effort,pokemon4_name,pokemon4_item,pokemon4_nature,pokemon4_ability,pokemon4_Ttype,pokemon4_moves,pokemon4_effort,pokemon5_name,pokemon5_item,pokemon5_nature,pokemon5_ability,pokemon5_Ttype,pokemon5_moves,pokemon5_effort,pokemon6_name,pokemon6_item,pokemon6_nature,pokemon6_ability,pokemon6_Ttype,pokemon6_moves,pokemon6_effort
178,1906.536,レン,https://hachikuma.hatenadiary.com/entry/2025/12/01/181524,エーフィ,おんみつマント,ずぶとい,マジックミラー,どく,"アシストパワー, あさのひざし, みわくのボイス, めいそう","252, 0, 252, 0, 0, 4",ブラッキー,たべのこし,ずぶとい,せいしんりょく,みず,"イカサマ, どくどく, まもる, ねがいごと","252, 0, 252, 0, 4, 0",デカヌチャン,きあいのタスキ,ようき,かたやぶり,ノーマル,"はたきおとす, がむしゃら, アンコール, ステルスロック","68, 0, 252, 0, 0, 188",バドレックス(こくば),のろいのおふだ,おくびょう,じんばいったい,かくとう,"アストラルビット, テラバースト, おにび, こうそくいどう","0, 0, 0, 0, 0, 0",パオジアン,とけないこおり,いじっぱり,わざわいのつるぎ,みず,"つららおとし, ふいうち, こおりのつぶて, つるぎのまい","252, 252, 0, 0, 0, 4",アルセウス,いかさまダイス,いじっぱり,マルチタイプ,くさ,"タネマシンガン, しんそく, みがわり, りゅうのまい","44, 252, 4, 0, 4, 204"
180,1905.914,ムラッケ,https://note.com/hip_auk2706/n/n91848cd2e744,ディンルー,オボンのみ,わんぱく,わざわいのうつわ,どく,"じしん, カタストロフィ, ステルスロック, ちょうはつ","244, 4, 116, 0, 140, 4",バドレックス(こくば),こだわりスカーフ,おくびょう,じんばいったい,ゴースト,"アストラルビット, サイコキネシス, アンコール, トリック","0, 0, 4, 252, 0, 252",ザシアン(けんのおう),くちたけん,いじっぱり,ふとうのけん,みず,"アイアンヘッド, くさわけ, インファイト, テラバースト","188, 252, 4, 0, 12, 52",カイリュー,こだわりハチマキ,いじっぱり,マルチスケイル,ノーマル,"しんそく, じしん, げきりん, けたぐり","68, 252, 4, 0, 4, 180",キョジオーン,たべのこし,しんちょう,きよめのしお,くさ,"しおづけ, じこさいせい, まもる, みがわり","252, 0, 0, 0, 236, 20",ウーラオス(れんげき),パンチグローブ,いじっぱり,ふかしのこぶし,くさ,"すいりゅうれんだ, アクアジェット, ドレインパンチ, つるぎのまい","76, 236, 172, 0, 4, 20"
189,1903.647,こたつ,https://kotatsunokataduke.hatenablog.com/entry/2025/12/02/142111,ミライドン,こだわりスカーフ,ひかえめ,ハドロンエンジン,フェアリー,"10まんボルト, りゅうせいぐん, ボルトチェンジ, マジカルシャイン","236, 0, 4, 244, 4, 20",ホウオウ,あつぞこブーツ,わんぱく,プレッシャー,フェアリー,"せいなるほのお, じこさいせい, ふきとばし, みがわり","228,0,236,0,0,44",ディンルー,たべのこし,わんぱく,わざわいのうつわ,ほのお,"じしん, ねむる, ちょうはつ, くろいまなざし","244,4,36,0,196,28",ドオー,おんみつマント,わんぱく,てんねん,ノーマル,"じしん, のろい, カウンター, じこさいせい","252, 0, 252, 0, 0, 0",ハッサム,ゴツゴツメット,わんぱく,テクニシャン,ノーマル,"バレットパンチ, とんぼがえり, はたきおとす, つるぎのまい","252, 0, 252, 0, 0, 0",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, アクアジェット, きしかいせい","0, 252, 0, 0, 0, 252"
193,1902.504,カナタ,https://kanata-k.hatenadiary.com/entry/2025/12/01/221655,カラミンゴ,きあいのタスキ,ようき,きもったま,ゴースト,"おいかぜ, らいめいげり, ちょうはつ, はたきおとす","0, 252, 0, 0, 4, 252",ソウブレイズ,たべのこし,いじっぱり,もらいび,フェアリー,"むねんのつるぎ, かげうち, みがわり, ビルドアップ","244, 244, 0, 0, 20, 0",レジエレキ,ひかりのねんど,いじっぱり,トランジスタ,ノーマル,"サンダーダイブ, しんそく, リフレクター, ひかりのかべ","164, 188, 132, 0, 4, 20",ブラックキュレム,オボンのみ,ようき,テラボルテージ,でんき,"つららばり, クロスサンダー, みがわり, りゅうのまい","36, 244, 0, 0, 0, 228",アルセウス,もうどくプレート,ひかえめ,マルチタイプ,フェアリー,"ちょうはつ, アシッドボム, ねっさのだいち, でんじは","188, 0, 156, 0, 160, 0",ガチグマ(アカツキ),いのちのたま,ひかえめ,しんがん,ほのお,"ブラッドムーン, だいちのちから, しんくうは, めいそう","224, 0, 4, 116, 164, 0"
209,1894.175,だいすけ,https://note.com/k_____510/n/n82862e3e35e1?sub_rt=share_b,バンギラス,とつげきチョッキ,しんちょう,すなおこし,フェアリー,"はたきおとす, ストーンエッジ, けたぐり, テラバースト","124, 148, 0, 0, 236, 0",コライドン,こだわりスカーフ,ようき,ひひいろのこどう,ほのお,"フレアドライブ, げきりん, インファイト, とんぼがえり","0, 252, 4, 0, 0, 252",バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,かくとう,"アストラルビット, テラバースト, わるだくみ, アンコール","0, 0, 4, 252, 0, 252",フシギバナ,みどりのプレート,ひかえめ,ようりょくそ,ゴースト,"ソーラービーム, ヘドロばくだん, アシッドボム, だいちのちから","0, 0, 4, 252, 0, 252",ガオガエン,たべのこし,わんぱく,いかく,ひこう,"はたきおとす, すてゼリフ, おにび, ちょうはつ","244, 0, 252, 0, 12, 0",ヒードラン,ふうせん,ひかえめ,もらいび,ひこう,"マグマストーム, ラスターカノン, パワージェム, ちょうはつ","20, 0, 4, 252, 4, 228"
226,1888.546,あめみや,https://amemiyapoke.hatenablog.com/entry/2025/12/01/195950,サーフゴー,おんみつマント,おだやか,おうごんのからだ,ノーマル,"ゴールドラッシュ, わるだくみ, じこさいせい, まもる","252, 0, 4, 0, 252, 0",グライオン,どくどくだま,わんぱく,ポイズンヒール,フェアリー,"はたきおとす, ちょうはつ, どくどく, まもる","252, 0, 252, 0, 4, 0",ヘイラッシャ,たべのこし,わんぱく,てんねん,はがね,"ウェーブタックル, じわれ, ねむる, まもる","252, 0, 252, 0, 0, 4",ラッキー,しんかのきせき,なまいき,てんのめぐみ,くさ,"れいとうビーム, ちきゅうなげ, タマゴうみ, まもる","12, 0, 244, 0, 252, 0",ベトベトン,くろいヘドロ,しんちょう,どくしゅ,どく,"どくどくのキバ, はたきおとす, かげうち, まもる","252, 4, 0, 0, 252, 0",ドオー,オボンのみ,なまいき,ちょすい,ゴースト,"じしん, どくどく, じこさいせい, まもる","252, 0, 4, 0, 252, 0"
231,1887.491,こしのん,https://koshinon.hatenablog.com/entry/2025/12/01/234056,ブラッキー,たべのこし,わんぱく,シンクロ,フェアリー,"イカサマ, あくび, ねがいごと, まもる","0, 0, 0, 0, 0, 0",アルセウス,しんぴのしずく,ずぶとい,マルチタイプ,でんき,"ステルスロック, おにび, さばきのつぶて, じこさいせい","0, 0, 0, 0, 0, 0",レックウザ,こだわりハチマキ,いじっぱり,エアロック,ノーマル,"ガリョウテンセイ, しんそく, とんぼがえり, じしん","0, 0, 0, 0, 0, 0",ハバタクカミ,こだわりメガネ,おくびょう,こだいかっせい,フェアリー,"ムーンフォース, シャドーボール, パワージェム, ほろびのうた","0, 0, 0, 0, 0, 0",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"つるぎのまい, ふいうち, こおりのつぶて, つららおとし","0, 0, 0, 0, 0, 0",テツノワダチ,とつげきチョッキ,いじっぱり,クォークチャージ,くさ,"じしん, アイアンヘッド, はたきおとす, こうそくスピン","0, 0, 0, 0, 0, 0"
236,1885.863,れんたん♪,https://nagisatuki.hatenablog.com/entry/2025/12/01/150435,アローラベトベトン,たべのこし,わんぱく,どくしゅ,ほのお,"はたきおとす, ちょうはつ, みがわり, ちいさくなる","252, 4, 252, 0, 0, 0",パオジアン,あつぞこブーツ,いじっぱり,わざわいのつるぎ,ステラ,"つららおとし, つるぎのまい, ふいうち, -","0, 252, 4, 0, 0, 252",アルセウス,パワフルハーブ,ひかえめ,マルチタイプ,じめん,"さばきのつぶて,だいちのちから,メテオビーム,しんそく","236,0,4,252,4,12",バドレックス(はくば),いかさまダイス,いじっぱり,じんばいったい,ほのお,"つららばり,10まんばりき,トリックルーム,タネマシンガン","252,252,4,0,0,0",オオニューラ,きあいのタスキ,やんちゃ,かるわざ,ゴースト,"フェイタルクロー,インファイト,じごくづき,どくびし","0,252,0,0,0,252",ミミッキュ,こだわりスカーフ,ようき,ばけのかわ,フェアリー,"じゃれつく,のろい,トリック,みちづれ","0,252,4,0,0,252"
249,1882.86,アリス,https://rukigazette0227.hatenablog.com/entry/2025/12/01/183020,ホウオウ,とつげきチョッキ,いじっぱり,さいせいりょく,でんき,"ブレイブバード, せいなるつるぎ, じしん, テラバースト","204, 76, 164, 0, 4, 60",グライオン,どくどくだま,しんちょう,ポイズンヒール,あく,"まもる, みがわり, ちょうはつ, はたきおとす","228, 0, 0, 0, 220, 60",ヘイラッシャ,たべのこし,わんぱく,てんねん,フェアリー,"まもる, あくび, ねむる, ウェーブタックル","252, 0, 252, 0, 4, 0",ムゲンダイナ,こだわりスカーフ,ひかえめ,プレッシャー,フェアリー,"ダイマックスほう, ヘドロばくだん, かえんほうしゃ, シャドーボール","76, 0, 4, 252, 12, 164",ドオー,おんみつマント,しんちょう,ちょすい,ゴースト,"どくどく, どくびし, じこさいせい, じしん","252, 0, 4, 0, 252, 0",パオジアン,きあいのタスキ,いじっぱり,わざわいのつるぎ,でんき,"こおりのつぶて, つららおとし, かみくだく, テラバースト","0, 252, 4, 0, 0, 252"
251,1882.256,さな,https://note.com/leal_eel7218/n/n8152cc7dc0e2,テラパゴス(テラスタル),パワフルハーブ,ひかえめ,テラスシェル,ステラ,"テラクラスター, だいちのちから, こうそくスピン, メテオビーム","4, 0, 0, 252, 0, 252",バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,ノーマル,"アストラルビット, サイコキネシス, くさむすび, アンコール","0, 0, 4, 252, 0, 252",カイリュー,おんみつマント,いじっぱり,マルチスケイル,ノーマル,"しんそく, じしん, けたぐり, りゅうのまい","164, 252, 0, 0, 0, 92",パオジアン,ラムのみ,いじっぱり,わざわいのつるぎ,でんき,"つららおとし, テラバースト, こおりのつぶて, つるぎのまい","108, 252, 44, 0, 4, 100",ランドロス(れいじゅう),ゴツゴツメット,わんぱく,いかく,みず,"じしん, とんぼがえり, ちょうはつ, こわいかお","252, 0, 252, 0, 0, 4",テツノワダチ,とつげきチョッキ,ようき,クォークチャージ,みず,"じしん, はたきおとす, アイアンヘッド, こうそくスピン","172, 4, 4, 0, 236, 92"
284,1875.845,すい,https://suipoke.hatenablog.jp/entry/2025/12/01/200909,ミライドン,とつげきチョッキ,おくびょう,ハドロンエンジン,フェアリー,"イナズマドライブ, りゅうせいぐん, ボルトチェンジ, マジカルシャイン","0, 0, 0, 252, 0, 252",ルナアーラ,こだわりメガネ,ひかえめ,ファントムガード,フェアリー,"シャドーレイ, サイコキネシス, ムーンフォース, トリック","0, 0, 0, 252, 0, 252",テツノワダチ,こだわりハチマキ,ようき,クォークチャージ,じめん,"じしん, アイアンヘッド, ストーンエッジ, アイススピナー","108, 156, 4, 0, 44, 196",オオニューラ,エレキシード,いじっぱり,プレッシャー,ひこう,"インファイト, アクロバット, シャドークロー, つるぎのまい","44, 252, 0, 0, 0, 212",ママンボウ,ゴツゴツメット,ずぶとい,さいせいりょく,フェアリー,"クイックターン, アクアジェット, まもる, ねがいごと","252, 0, 0, 0, 0, 0",グライオン,どくどくだま,ようき,ポイズンヒール,あく,"はたきおとす, ちょうはつ, みがわり, まもる","228, 0, 0, 0, 28, 252"
316,1863.284,ちゃんまん,https://note.com/happy_broom325/n/n23fe4b8a22ca,コライドン,いかさまダイス,いじっぱり,ひひいろのこどう,はがね,"スケイルショット, アイアンヘッド, つるぎのまい, みがわり","252, 212, 28, 0, 4, 12",ルナアーラ,パワフルハーブ,ひかえめ,ファントムガード,ノーマル,"シャドーレイ, れいとうビーム, メテオビーム, トリックルーム","244, 0, 0, 244, 0, 20",イーユイ,こだわりメガネ,ひかえめ,わざわいのたま,ほのお,"かえんほうしゃ, オーバーヒート, あくのはどう, バークアウト","228, 0, 4, 164, 92, 20",テツノワダチ,ブーストエナジー,ようき,クォークチャージ,フェアリー,"じしん, アイアンヘッド, はたきおとす, テラバースト","4, 252, 4, 0, 60, 188",ブリジュラス,たべのこし,ずぶとい,じきゅうりょく,みず,"ボディプレス, ラスターカノン, でんじは, てっぺき","252, 0, 252, 0, 4, 0",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,はがね,"じしん, カタストロフィ, ヘビーボンバー, しっぺがえし","52, 252, 0, 0, 204, 0"
325,1859.84,まよそび,https://zutoasa.hatenablog.com/entry/2025/12/01/130653,ホウオウ,こだわりハチマキ,いじっぱり,プレッシャー,フェアリー,"せいなるほのお, ブレイブバード, じしん, テラバースト","108,236,4,0,4,156",ヘイラッシャ,たべのこし,わんぱく,てんねん,はがね,"ウェーブタックル, じわれ, まもる, ねむる","252,0,244,0,0,12",グライオン,どくどくだま,わんぱく,ポイズンヒール,フェアリー,"まもる, みがわり, どくどく, じしん","228,4,84,0,4,188",ドオー,くろいヘドロ,おだやか,ちょすい,ゴースト,"どくどく, だいちのちから, じこさいせい, まもる","252,0,4,4,244,4",アルセウス,あつぞこブーツ,なまいき,マルチタイプ,どく,"しんそく, バークアウト, でんじは, じこさいせい","252,0,4,0,252,0",ガラルマタドガス,おんみつマント,ずぶとい,かがくへんかガス,ひこう,"ワンダースチーム, どくどく, いたみわけ, きりばらい","252,0,252,0,0,4"
355,1852.393,プロミネンス,https://note.com/prominence756/n/nb80e64b5043a,アローラペルシアン,こだわりスカーフ,わんぱく,ファーコート,ゴースト,"でんじは, とんぼがえり,イカサマ , とんぼがえり","132, 0, 252, 0, 0, 124",ドデカバシ,とつげきチョッキ,いじっぱり,スキルリンク,あく,"くちばしキャノン, はたきおとす, ロックブラスト, タネマシンガン","28, 252, 4, 0, 220, 4",エンニュート,きあいのタスキ,せっかち,どんかん,ゴースト,"がむしゃら, どくびし,ちょうはつ , はたきおとす","8, 244, 0, 0, 0, 252",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,じめん,"じゃれつく, かげうち, のろい, こらえる","4, 252, 252, 0, 0, 0",ネクロズマ(たそがれ),おんみつマント,いじっぱり,プリズムアーマー,ノーマル,"フォトンゲイザー,メテオドライブ,あさのひざし,りゅうのまい","244, 108, 28, 0, 12, 112",ルナアーラ,アッキのみ,ずぶとい,ファントムガード,フェアリー,"ムーンフォース, つきのひかり, めいそう, シャドーレイ","228, 0, 244, 4, 12, 20"
372,1847.848,U,https://flatpoke2023.hatenadiary.com/entry/2025/12/02/211010,キラフロル,きあいのタスキ,おくびょう,どくげしょう,ゴースト,"キラースピン, マッドショット, ステルスロック, どくびし","132, 0, 124, 0, 0, 252",アルセウス,だいちのプレート,いじっぱり,マルチタイプ,ノーマル,"しんそく, じしん, りゅうのまい, ちょうはつ","108, 252, 4, 0, 4, 140",ルナアーラ,パワフルハーブ,ひかえめ,ファントムガード,フェアリー,"シャドーレイ, ムーンフォース, メテオビーム, トリックルーム","244, 0, 0, 244, 0, 20",ウーラオス(れんげき),パンチグローブ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, きあいパンチ, アクアジェット, みがわり","172, 252, 12, 0, 4, 68",ランドロス(れいじゅう),こだわりハチマキ,いじっぱり,いかく,ノーマル,"じしん, いわなだれ, からげんき, とんぼがえり","244, 116, 4, 0, 76, 68",チオンジェン,たべのこし,わんぱく,わざわいのおふだ,みず,"イカサマ, やどりぎのタネ, まもる, みがわり","252, 0, 252, 0, 4, 0"
414,1839.359,スカーレット,https://suzupokemon1992.hatenablog.com/entry/2025/12/01/231820,コライドン,いかさまダイス,いじっぱり,ひひいろのこどう,はがね,"スケイルショット, アイアンヘッド, アクセルブレイク, つるぎのまい","124, 196, 4, 0, 116, 68",アルセウス,せいれいプレート,ひかえめ,マルチタイプ,ノーマル,"さばきのつぶて, じこさいせい, ちょうはつ, でんじは","252, 0, 36, 4, 108, 108",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,みず,"じしん, ステルスロック, ちょうはつ, とんぼがえり","252, 4, 252, 0, 0, 0",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,くさ,"じしん, カタストロフィ, ヘビーボンバー, がんせきふうじ","0, 236, 0, 0, 252, 20",キラフロル,パワフルハーブ,おくびょう,どくげしょう,じめん,"パワージェム, メテオビーム, アシッドボム, だいちのちから","0, 0, 68, 188, 0, 252",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"つららおとし, ふいうち, ぜったいれいど, せいなるつるぎ","0, 252, 4, 0, 0, 252"
459,1830.893,た,https://note.com/tashipa08/n/n27e2cef73e2f,グレイシア,ぼうじんゴーグル,ずぶとい,ゆきがくれ,みず,"フリーズドライ, バトンタッチ, みがわり, ほえる","196, 0, 252, 4, 4, 52",カイオーガ,とつげきチョッキ,ひかえめ,あめふらし,でんき,"しおふき, なみのり, かみなり, れいとうビーム","220, 0, 4, 156, 44, 84",ザシアン(けんのおう),くちたけん,いじっぱり,ふとうのけん,でんき,"きょじゅうざん, じゃれつく, ワイルドボルト, インファイト","188, 236, 4, 0, 4, 76",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,みず,"じしん, とんぼがえり, ステルスロック, ちょうはつ","252, 0, 252, 0, 4, 0",オーロンゲ,ひかりのねんど,しんちょう,いたずらごころ,フェアリー,"ソウルクラッシュ, リフレクター, ひかりのかべ, でんじは","252, 4, 188, 0, 44, 20",テツノワダチ,こだわりハチマキ,ようき,クォークチャージ,じめん,"じしん, アイアンヘッド, アイススピナー, はたきおとす","4, 148, 4, 0, 124, 228"
460,1830.693,ぷれいん,https://plain0612.hatenablog.com/entry/2025/12/01/190135,ギラティナ(オリジン),だいはっきんだま,ひかえめ,ふゆう,ほのお,"たたりめ, かげうち, りゅうせいぐん, でんじは","88, 0, 48, 244, 8, 108",アルセウス,もうどくプレート,いじっぱり,マルチタイプ,じめん,"ダストシュート, じしん, りゅうのまい, じこさいせい","44, 252, 0, 0, 0, 212",ディンルー,とつげきチョッキ,すなお,わざわいのうつわ,ほのお,"じしん, しっぺがえし, がんせきふうじ, じわれ","4, 236, 4, 0, 176, 88",パオジアン,ラムのみ,いじっぱり,わざわいのつるぎ,でんき,"つららおとし, ふいうち, テラバースト, つるぎのまい","180, 236, 20, 0, 4, 68",オオニューラ,きあいのタスキ,ようき,プレッシャー,ステラ,"インファイト, フェイタルクロー, シャドークロー, どくびし","44, 252, 0, 0, 0, 212",ハバタクカミ,たべのこし,おくびょう,こだいかっせい,ステラ,"ムーンフォース, シャドーボール, テラバースト, まもる","128, 0, 12, 108, 4, 252"
509,1824.187,あすか,https://yuyu120308.hateblo.jp/entry/2025/12/02/220721,ミライドン,とつげきチョッキ,ひかえめ,ハドロンエンジン,フェアリー,"イナズマドライブ, りゅうせいぐん, マジカルシャイン, ボルトチェンジ","252, 0, 0, 236, 20, 0",アルセウス,だいちのプレート,いじっぱり,マルチタイプ,みず,"じしん, しんそく, アクアブレイク, りゅうのまい","140, 252, 4, 0, 4, 108",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,ゴースト,"すいりゅうれんだ, インファイト, アクアジェット, とんぼがえり","44, 252, 164, 0, 4, 44",パオジアン,きあいのタスキ,いじっぱり,わざわいのつるぎ,ほのお,"こおりのつぶて, つららおとし, かみくだく, つるぎのまい","0, 252, 4, 0, 0, 252",イーユイ,こだわりスカーフ,ひかえめ,わざわいのたま,ほのお,"オーバーヒート, あくのはどう, かえんほうしゃ, バークアウト","4, 0, 0, 252, 0, 252",ランドロス(れいじゅう),ゴツゴツメット,わんぱく,いかく,はがね,"じしん, とんぼがえり, ステルスロック, ちょうはつ","228, 36, 244, 0, 0, 0"
539,1819.654,ピカチュウ,https://gorochub184.github.io/beraarusejunnseitorirukoutiku/,ベラカス,きあいのタスキ,のんき,シンクロ,ドラゴン,"トリックルーム, さいきのいのり, おきみやげ, サイコノイズ","252, 0, 196, 0, 60, 0",アルセウス,しんぴのしずく,おだやか,マルチタイプ,ゴースト,"トリックルーム, いやしのねがい, さばきのつぶて, ちょうはつ","252, 0, 84, 0, 0, 172",メレシー,メンタルハーブ,のんき,クリアボディ,くさ,"トリックルーム, ミストバースト, がむしゃら, ステルスロック","252, 0, 252, 0, 4, 0",バドレックス(はくば),こだわりハチマキ,ゆうかん,じんばいったい,こおり,"ブリザードランス, 10まんばりき, タネばくだん, つららばり","252, 252, 0, 0, 4, 0",ガチグマ(アカツキ),いのちのたま,れいせい,しんがん,ノーマル,"ブラッドムーン, だいちのちから, ハイパーボイス, しんくうは","252, 0, 0, 252, 4, 0",ゴチルゼル,こだわりスカーフ,ずぶとい,おみとおし,ひこう,"トリック, ねむる, あまえる, トリックルーム","252, 0, 252, 0, 4, 0"
542,1819.19,エム,https://metroid305.hatenablog.com/entry/2025/12/01/212459,バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,じめん,"アストラルビット, くさむすび, テラバースト, アンコール","0, 0, 4, 252, 0, 252",ミライドン,エレキシード,ひかえめ,ハドロンエンジン,みず,"イナズマドライブ, りゅうのはどう, テラバースト, こうそくいどう","140, 0, 12, 252, 4, 100",ウーラオス(れんげき),こだわりスカーフ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, アクアジェット, とんぼがえり","0, 252, 4, 0, 0, 252",セグレイブ,いかさまダイス,ようき,ねつこうかん,はがね,"スケイルショット, つららばり, こおりのつぶて, つるぎのまい","4, 252, 0, 0, 0, 252",テツノワダチ,ブーストエナジー,ようき,クォークチャージ,くさ,"じしん, はたきおとす, がむしゃら, ステルスロック","188, 84, 4, 0, 20, 212",ラウドボーン,あつぞこブーツ,ずぶとい,てんねん,ノーマル,"フレアソング, シャドーボール, なまける, アンコール","252, 0, 236, 12, 4, 4"
580,1814.994,かに,https://kanigame.hatenablog.com/entry/2025/12/01/103834,アルセウス,こだわりハチマキ,いじっぱり,マルチタイプ,ノーマル,"しんそく, すてみタックル, じしん, シャドークロー","252, 244, 4, 0, 4, 4",ムゲンダイナ,きあいのタスキ,おくびょう,プレッシャー,フェアリー,"じこさいせい, ダイマックスほう, ヘドロばくだん, どくびし","0, 0, 4, 252, 0, 252",ヘイラッシャ,たべのこし,わんぱく,てんねん,はがね,"まもる, ねむる, ウェーブタックル, じわれ","252, 0, 252, 0, 0, 4",ラッキー,しんかのきせき,おだやか,しぜんかいふく,はがね,"タマゴうみ, ちきゅうなげ, ステルスロック, めいそう","4, 0, 252, 0, 252, 0",アローラベトベトン,くろいヘドロ,しんちょう,どくしゅ,どく,"まもる, はたきおとす, どくづき, かげうち","252, 0, 4, 0, 252, 0",ブリムオン,おんみつマント,ずぶとい,マジックミラー,ひこう,"ドレインキッス, サイコノイズ, ほっぺすりすり, めいそう","252, 0, 252, 4, 0, 0"
602,1812.473,平均值,https://attem-ptpk.hatenablog.com/entry/2025/12/01/161550,アルセウス,だいちのプレート,いじっぱり,マルチタイプ,フェアリー,"じしん, れいとうビーム, りゅうのまい, ちょうはつ","92, 252, 4, 0, 4, 156",キラフロル,パワフルハーブ,おくびょう,どくげしょう,じめん,"メテオビーム, だいちのちから, ニードルガード, パワージェム","4, 0, 0, 252, 0, 252",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,ステラ,"すいりゅうれんだ, インファイト, アクアジェット, きしかいせい","0, 252, 4, 0, 0, 252",テラパゴス(テラスタル),ゴツゴツメット,おくびょう,テラスシェル,ステラ,"だいちのちから, どくどく, ステルスロック, こうそくスピン","4, 0, 0, 252, 0, 252",ラウドボーン,たべのこし,ずぶとい,てんねん,あく,"フレアソング, たたりめ, あくび, まもる","252, 0, 252, 4, 0, 0",アラブルタケ,いかさまダイス,いじっぱり,こだいかっせい,どく,"タネマシンガン, ふいうち, クリアスモッグ, こうごうせい","196, 180, 52, 0, 20, 60"
673,1807.028,Tea,https://note.com/tea_pokemon/n/n28c3d1912e79,バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,フェアリー,"アストラルビット, サイコキネシス, テラバースト, くさむすび","124, 0, 4, 124, 4, 252",カイオーガ,こだわりスカーフ,おくびょう,あめふらし,みず,"しおふき, なみのり, れいとうビーム, かみなり","0, 0, 4, 252, 0, 252",ハッサム,こだわりハチマキ,いじっぱり,テクニシャン,ノーマル,"バレットパンチ, とんぼがえり, はたきおとす, インファイト","236, 252, 4, 0, 4, 12",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, とんぼがえり, アクアジェット","0, 252, 4, 0, 0, 252",ランドロス(れいじゅう),ゴツゴツメット,わんぱく,いかく,みず,"じしん, とんぼがえり, ステルスロック, ちょうはつ","244, 4, 252, 0, 4, 4",パオジアン,いのちのたま,ようき,わざわいのつるぎ,でんき,"つららおとし, こおりのつぶて, テラバースト, せいなるつるぎ","0, 252, 4, 0, 0, 252"
744,1801.91,ジントニック,https://jin-tonic.hatenablog.com/entry/2025/12/01/172434,バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,ノーマル,"アストラルビット, サイコショック, くさむすび, わるだくみ","0, 0, 4, 252, 0, 252",アルセウス,せいれいプレート,ずぶとい,マルチタイプ,じめん,"さばきのつぶて, だいちのちから, アシストパワー, しんそく","252, 0, 4, 76, 76, 100",ヒスイヌメルゴン,とつげきチョッキ,なまいき,シェルアーマー,フェアリー,"アイアンヘッド, はたきおとす, れいとうビーム, 10まんボルト","252, 0, 76, 0, 180, 0",ラウドボーン,ゴツゴツメット,ずぶとい,てんねん,ノーマル,"フレアソング, たたりめ, おにび, なまける","252, 0, 252, 0, 4, 0",ランドロス(れいじゅう),おんみつマント,わんぱく,いかく,ノーマル,"じしん, がんせきふうじ, とんぼがえり, つるぎのまい","244, 116, 76, 0, 4, 68",ミミッキュ,こだわりスカーフ,ようき,ばけのかわ,フェアリー,"かげうち, じゃれつく, トリック, みちづれ","4, 252, 0, 0, 0, 252"
754,1801.305,Ib,https://note.com/satsuki0318/n/nf13e50155ae6,ミライドン,とつげきチョッキ,れいせい,ハドロンエンジン,でんき,"イナズマドライブ, りゅうせいぐん, とんぼがえり, ボルトチェンジ","236, 0, 4, 52, 164, 52",バドレックス(はくば),いかさまダイス,いじっぱり,じんばいったい,ほのお,"つららばり, タネマシンガン, 10まんばりき, トリックルーム","252, 252, 0, 0, 4, 0",ランドロス(れいじゅう),こだわりハチマキ,ゆうかん,いかく,ノーマル,"じしん, とんぼがえり, がんせきふうじ, じならし","252, 252, 0, 0, 4, 0",オオニューラ,エレキシード,いじっぱり,かるわざ,ゴースト,"フェイタルクロー, けたぐり, シャドークロー, つるぎのまい","156, 204, 0, 0, 0, 148",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,みず,"じゃれつく, かげうち, トリックルーム, のろい","100, 156, 252, 0, 0, 0",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,ノーマル,"ムーンフォース, シャドーボール, いたみわけ, でんじは","4, 0, 0, 252, 0, 252"
