rank,rating,trainer_name,blog_url,pokemon1_name,pokemon1_item,pokemon1_nature,pokemon1_ability,pokemon1_Ttype,pokemon1_moves,pokemon1_effort,pokemon2_name,pokemon2_item,pokemon2_nature,pokemon2_ability,pokemon2_Ttype,pokemon2_moves,pokemon2_effort,pokemon3_name,pokemon3_item,pokemon3_nature,pokemon3_ability,pokemon3_Ttype,pokemon3_moves,pokemon3_effort,pokemon4_name,pokemon4_item,pokemon4_nature,pokemon4_ability,pokemon4_Ttype,pokemon4_moves,pokemon4_effort,pokemon5_name,pokemon5_item,pokemon5_nature,pokemon5_ability,pokemon5_Ttype,pokemon5_moves,pokemon5_effort,pokemon6_name,pokemon6_item,pokemon6_nature,pokemon6_ability,pokemon6_Ttype,pokemon6_moves,pokemon6_effort
70,2008.74,リザドラナ,https://rizadorana.hatenablog.com/entry/2025/11/02/104923,コライドン,いかさまダイス,いじっぱり,ひひいろのこどう,はがね,"スケイルショット, アイアンヘッド, みがわり, つるぎのまい","124, 212, 4, 0, 116, 52",アルセウス,せいれいプレート,ひかえめ,マルチタイプ,ノーマル,"さばきのつぶて, だいちのちから, アシッドボム, しんそく","252, 0, 36, 196, 20, 0",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"つららおとし, ふいうち, せいなるつるぎ, ぜったいれいど","0, 252, 4, 0, 0, 252",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,くさ,"じしん, カタストロフィ, ヘビーボンバー, じわれ","68, 156, 4, 0, 252, 28",ヘイラッシャ,たべのこし,わんぱく,てんねん,じめん,"ウェーブタックル, じしん, あくび, まもる","252, 4, 196, 0, 52, 4",ブリジュラス,パワフルハーブ,ひかえめ,じきゅうりょく,ステラ,"りゅうせいぐん, ラスターカノン, エレクトロビーム, あくのはどう","0, 0, 4, 252, 0, 252"
72,2008.577,しもつかれ,https://mizumo-yadon079.hatenablog.com/entry/2025/11/01/222512,バドレックス(はくば),いかさまダイス,いじっぱり,じんばいったい,ノーマル,"ブリザードランス, タネマシンガン, 10まんばりき, トリックルーム","252, 252, 0, 0, 4, 0",カイオーガ,こだわりメガネ,ひかえめ,あめふらし,じめん,"なみのり, かみなり, れいとうビーム, テラバースト","252, 0, 148, 76, 20, 12",ブリジュラス,パワフルハーブ,うっかりや,がんじょう,ステラ,"りゅうせいぐん, ラスターカノン, エレクトロビーム, メタルバースト","0, 0, 4, 252, 0, 252",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,ゴースト,"すいりゅうれんだ, インファイト, アクアジェット, きしかいせい","0, 252, 4, 0, 0, 252",ミミッキュ,ゴツゴツメット,ゆうかん,ばけのかわ,ステラ,"じゃれつく, かげうち, トリックルーム, のろい","100, 156, 252, 0, 0, 0",ガチグマ,かえんだま,いじっぱり,こんじょう,ほのお,"からげんき, じしん, まもる, ほえる","140, 252, 4, 0, 92, 20"
73,2008.31,グレープグミ,https://yama1610.hatenadiary.com/entry/2025/11/09/152246,バドレックス(こくば),こだわりスカーフ,おくびょう,じんばいったい,フェアリー,"アストラルビット, サイコキネシス, ドレインキッス, トリック","124, 0, 116, 116, 12, 140",コライドン,こだわりハチマキ,いじっぱり,ひひいろのこどう,ほのお,"フレアドライブ, インファイト, スケイルショット, とんぼがえり","156, 244, 4, 0, 4, 100",ヘイラッシャ,たべのこし,わんぱく,てんねん,ほのお,"ウェーブタックル, じわれ, あくび, まもる","252, 0, 252, 0, 4, 0",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,はがね,"じしん, しっぺがえし, ヘビーボンバー, じわれ","68, 156, 4, 0, 252, 28",グライオン,きあいのタスキ,いじっぱり,ポイズンヒール,ステラ,"じしん, ダブルウイング, はたきおとす, ストーンエッジ","4, 252, 0, 0, 0, 252",ドオー,くろいヘドロ,しんちょう,ちょすい,あく,"じしん, どくびし, まもる, じこさいせい","252, 0, 4, 0, 252, 0"
79,2006.967,バイオレット,https://eff4dckeqm1cwsf.hatenablog.com/entry/2025/11/02/182423,バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,かくとう,"アストラルビット, テラバースト, くさむすび, わるだくみ","0, 0, 4, 252, 0, 252",ザシアン(けんのおう),くちたけん,ようき,ふとうのけん,ノーマル,"きょじゅうざん, インファイト, くさわけ, つるぎのまい","156, 132, 0, 0, 0, 220",ディンルー,オボンのみ,わんぱく,わざわいのうつわ,みず,"じしん, カタストロフィ, ステルスロック, ふきとばし","244, 4, 20, 0, 228, 12",ヘイラッシャ,たべのこし,わんぱく,てんねん,ノーマル,"ウェーブタックル, ボディプレス, まもる, あくび","252, 0, 212, 0, 44, 0",カイリュー,こだわりハチマキ,いじっぱり,マルチスケイル,ノーマル,"げきりん, しんそく, じしん, けたぐり","68, 252, 0, 0, 0, 188",パオジアン,こわもてプレート,いじっぱり,わざわいのつるぎ,ほのお,"かみくだく, こおりのつぶて, ふいうち, つるぎのまい","92, 204, 140, 0, 4, 68"
82,2006.251,ソード,https://tusshii-poke.hatenadiary.jp/entry/2025/11/01/232514,ミライドン,こだわりスカーフ,ひかえめ,ハドロンエンジン,でんき,"イナズマドライブ, りゅうせいぐん, とんぼがえり, ボルトチェンジ","236, 0, 4, 252, 12, 4",バドレックス(はくば),たべのこし,いじっぱり,じんばいったい,みず,"ブリザードランス, トリックルーム, のろい, アンコール","252, 196, 0, 0, 60, 0",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,ステラ,"すいりゅうれんだ, インファイト, アクアジェット, ちょうはつ","0, 252, 4, 0, 0, 252",ミミッキュ,ゴツゴツメット,ゆうかん,ばけのかわ,ステラ,"じゃれつく, かげうち, のろい, トリックルーム","100, 156, 252, 0, 0, 0",テツノワダチ,ブーストエナジー,ようき,クォークチャージ,じめん,"じしん, はたきおとす, こうそくスピン, ステルスロック","204, 164, 4, 0, 4, 132",ガチグマ,かえんだま,いじっぱり,きんちょうかん,ノーマル,"からげんき, じしん, ほえる, ビルドアップ","92, 252, 0, 0, 164, 0"
83,2006.231,スズ,https://winday77.hatenablog.com/entry/2025/11/01/231609,ウインディ,あつぞこブーツ,わんぱく,いかく,ノーマル,"フレアドライブ, しんそく, おにび, あさのひざし","204, 4, 236, 0, 4, 60",コライドン,いのちのたま,ようき,ひひいろのこどう,ほのお,"ビルドアップ, ドレインパンチ, ニトロチャージ, フレアドライブ","108, 140, 4, 0, 4, 252",アルセウス,あおぞらプレート,ひかえめ,マルチタイプ,でんき,"さばきのつぶて, ちょうはつ, めいそう, じこさいせい","252, 0, 36, 4, 116, 100",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,フェアリー,"ムーンフォース, たたりめ, でんじは, いたみわけ","20, 0, 4, 84, 148, 252",ディンルー,オボンのみ,わんぱく,わざわいのうつわ,どく,"じしん, ステルスロック, ふきとばし, ちょうはつ","244, 4, 4, 0, 220, 36",イーユイ,こだわりスカーフ,ひかえめ,わざわいのたま,ほのお,"かえんほうしゃ, あくのはどう, オーバーヒート, バークアウト","0, 0, 0, 252, 0, 252"
90,2005.128,スカーレット,https://note.com/poke_hiyoko/n/n73525c320e2f,バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,フェアリー,"アストラルビット, サイコキネシス, テラバースト, サイコキネシス","124, 0, 4, 124, 4, 252",アルセウス,だいちのプレート,いじっぱり,マルチタイプ,ノーマル,"しんそく, じしん, りゅうのまい, じこさいせい","156, 244, 0, 0, 0, 108",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"つららおとし, ふいうち, せいなるつるぎ, ちょうはつ","0, 252, 4, 0, 0, 252",ウーラオス(れんげき),こだわりハチマキ,ようき,ふかしのこぶし,ほのお,"すいりゅうれんだ, インファイト, アクアジェット, とんぼがえり","0, 252, 4, 0, 0, 252",ガオガエン,とつげきチョッキ,しんちょう,いかく,くさ,"とんぼがえり, フレアドライブ, はたきおとす, じならし","244, 0, 12, 0, 252, 0",キラフロル,レッドカード,ずぶとい,どくげしょう,フェアリー,"キラースピン, ステルスロック, マジカルシャイン, こらえる","244, 0, 180, 4, 4, 76"
91,2005.08,∞,https://karten-222.hatenablog.com/entry/2025/11/03/004300,ホウオウ,あつぞこブーツ,しんちょう,さいせいりょく,フェアリー,"まもる, ふきとばし, じこさいせい, せいなるほのお","252, 0, 196, 0, 60, 0",ムゲンダイナ,おんみつマント,おくびょう,プレッシャー,ノーマル,"まもる, どくどく, じこさいせい, ダイマックスほう","188, 0, 4, 4, 252, 60",ヘイラッシャ,たべのこし,わんぱく,てんねん,フェアリー,"まもる, ねむる, じわれ, ウェーブタックル","252, 0, 252, 0, 0, 4",ガチグマ(アカツキ),とつげきチョッキ,ひかえめ,しんがん,はがね,"しんくうは, だいちのちから, ハイパーボイス, ブラッドムーン","4, 0, 0, 252, 252, 0",ゴチルゼル,こだわりスカーフ,おだやか,かげふみ,ひこう,"ねむる, トリック, いちゃもん, いやしのはどう","252, 0, 156, 0, 100, 0",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,こおり,"ふいうち, かみくだく, つららおとし, こおりのつぶて","0, 252, 4, 0, 0, 252"
98,2003.68,パンタローネ,https://claris-bradbury.hatenablog.com/entry/2025/11/01/%E3%80%90SV_S35%E6%9C%80%E7%B5%8298%E4%BD%8D%E3%80%91%E3%83%89%E3%83%AD%E3%83%9E%E3%83%BC%E3%83%9F%E3%83%A9%E3%82%A2%E3%83%AB%E3%82%BB,ミライドン,エレキシード,ひかえめ,ハドロンエンジン,フェアリー,"イナズマドライブ, マジカルシャイン, こうそくいどう, ちょうはつ","156, 0, 12, 244, 4, 92",アルセウス,だいちのプレート,いじっぱり,マルチタイプ,はがね,"じしん, アイアンヘッド, れいとうビーム, りゅうのまい","92, 252, 4, 0, 4, 156",オーロンゲ,ひかりのねんど,おだやか,いたずらごころ,くさ,"ソウルクラッシュ, ひかりのかべ, リフレクター, すてゼリフ","252, 4, 108, 0, 116, 28",ガチグマ,かえんだま,いじっぱり,こんじょう,フェアリー,"からげんき, じしん, なげつける, くさわけ","0, 252, 0, 0, 0, 252",ママンボウ,きあいのタスキ,のうてんき,さいせいりょく,フェアリー,"じゃれつく, アクアジェット, ミラーコート, ","164, 92, 252, 0, 0, 0",パオジアン,こだわりハチマキ,いじっぱり,わざわいのつるぎ,ステラ,"こおりのつぶて, , , ","0, 252, 0, 0, 0, 252"
99,2003.537,捕食公爵,https://eleven-cycle.hatenablog.com/entry/2025/11/01/233145,ヘイラッシャ,たべのこし,わんぱく,てんねん,ゴースト,"じわれ, ウェーブタックル, まもる, ねむる","0, 0, 0, 0, 0, 0",カビゴン,とつげきチョッキ,しんちょう,めんえき,ひこう,"じわれ, ヘビーボンバー, テラバースト, かみくだく","0, 0, 0, 0, 0, 0",アルセウス,こわもてプレート,ずぶとい,マルチタイプ,フェアリー,"さばきのつぶて, おにび, めいそう, じこさいせい","236, 0, 156, 0, 116, 0",ムゲンダイナ,こだわりメガネ,ひかえめ,プレッシャー,フェアリー,"ダイマックスほう, りゅうせいぐん, かえんほうしゃ, ヘドロばくだん","76, 0, 0, 252, 0, 180",グライオン,どくどくだま,しんちょう,ポイズンヒール,あく,"はたきおとす, ちょうはつ, まもる, みがわり","228, 20, 4, 0, 220, 36",ドオー,オボンのみ,しんちょう,ちょすい,でんき,"じしん, どくどく, どくびし, じこさいせい","252, 0, 0, 0, 252, 4"
102,2002.573,ながいみのる,https://hamuhax.hatenablog.com/entry/2025/11/02/164502/1,ミライドン,だっしゅつパック,おくびょう,ハドロンエンジン,ほのお,"イナズマドライブ, りゅうせいぐん, オーバーヒート, まもる","0, 0, 4, 252, 0, 252",カイオーガ,こだわりスカーフ,おくびょう,あめふらし,みず,"しおふき, なみのり, れいとうビーム, かみなり","0, 0, 4, 252, 0, 252",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,でんき,"つららおとし, ふいうち, テラバースト, つるぎのまい","0, 252, 4, 0, 0, 252",オオニューラ,エレキシード,いじっぱり,かるわざ,ゴースト,"インファイト, フェイタルクロー, シャドークロー, つるぎのまい","0, 252, 4, 0, 0, 252",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,フェアリー,"じしん, がんせきふうじ, カタストロフィ, テラバースト","0, 252, 0, 0, 236, 20",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,ステラ,"じゃれつく, かげうち, のろい, こらえる","100, 156, 252, 0, 0, 0"
128,1967.583,ツリエル,https://iceplant-poke.hatenablog.com/entry/2025/11/01/234718,ミライドン,とつげきチョッキ,ひかえめ,ハドロンエンジン,でんき,"イナズマドライブ, りゅうせいぐん, パラボラチャージ, ボルトチェンジ","236, 0, 0, 44, 228, 0",バドレックス(はくば),たべのこし,わんぱく,じんばいったい,みず,"ブリザードランス, やどりぎのタネ, まもる, みがわり","252, 0, 204, 0, 52, 0",ミミッキュ,こだわりスカーフ,ようき,ばけのかわ,フェアリー,"じゃれつく, かげうち, トリック, のろい","100, 140, 100, 0, 4, 164",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,ほのお,"じしん, とんぼがえり, ステルスロック, ちょうはつ","252, 0, 252, 0, 4, 0",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,ノーマル,"すいりゅうれんだ, インファイト, とんぼがえり, からげんき","0, 244, 196, 0, 0, 68",ガラルヤドキング,メンタルハーブ,なまいき,さいせいりょく,ノーマル,"サイコノイズ, さむいギャグ, どくどく, どくびし","252, 0, 4, 0, 252, 0"
129,1966.467,あめみや,https://amemiyapoke.hatenablog.com/entry/2025/11/01/133152,ルナアーラ,こだわりスカーフ,ひかえめ,ファントムガード,フェアリー,"シャドーレイ, ムーンフォース, トリック, つきのひかり","4, 0, 0, 252, 0, 252",ホウオウ,こだわりハチマキ,いじっぱり,さいせいりょく,フェアリー,"せいなるほのお, ブレイブバード, じしん, テラバースト","236, 252, 4, 0, 4, 12",グライオン,どくどくだま,わんぱく,ポイズンヒール,フェアリー,"はたきおとす, ちょうはつ, どくどく, まもる","252, 0, 252, 0, 4, 0",ヘイラッシャ,たべのこし,わんぱく,てんねん,はがね,"ウェーブタックル, じわれ, ねむる, まもる","252, 0, 252, 0, 0, 4",ラッキー,しんかのきせき,おだやか,しぜんかいふく,あく,"ちきゅうなげ, シャドーボール, タマゴうみ, でんじは","12, 0, 244, 0, 252, 0",ドオー,くろいヘドロ,なまいき,ちょすい,みず,"だいちのちから, どくどく, じこさいせい, まもる","252, 0, 4, 0, 252, 0"
152,1950.513,ひめか,https://staranis.hatenablog.jp/entry/2025/11/01/125447,ディンルー,オボンのみ,わんぱく,わざわいのうつわ,みず,"じしん, カタストロフィ, まきびし, ステルスロック","212, 4, 116, 0, 172, 4",バドレックス(こくば),こだわりスカーフ,おくびょう,じんばいったい,ゴースト,"アストラルビット, サイコキネシス, トリック, かなしばり","124, 0, 12, 196, 12, 156",ザシアン(けんのおう),くちたけん,ようき,ふとうのけん,ノーマル,"きょじゅうざん, じゃれつく, インファイト, こおりのキバ","188, 156, 4, 0, 4, 156",オーガポン(いしずえ),いしずえのめん,いじっぱり,がんじょう,いわ,"ツタこんぼう, パワーウィップ, はたきおとす, ちょうはつ","0, 252, 4, 0, 0, 252",キョジオーン,たべのこし,わんぱく,きよめのしお,いわ,"しおづけ, のろい, まもる, じこさいせい","252, 0, 20, 0, 236, 0",キノガッサ,きあいのタスキ,いじっぱり,テクニシャン,くさ,"タネマシンガン, マッハパンチ, キノコのほうし, つるぎのまい","0, 252, 4, 0, 0, 252"
161,1945.556,れんたん♪,https://nagisatuki.hatenablog.com/entry/2025/11/01/115115,バドレックス(はくば),いかさまダイス,いじっぱり,じんばいったい,ほのお,"つららおとし, 10まんばりき, タネマシンガン, トリックルーム","252, 252, 4, 0, 0, 0",アルセウス,パワフルハーブ,ひかえめ,マルチタイプ,じめん,"さばきのつぶて, だいちのちから, メテオビーム, しんそく","236, 0, 4, 252, 4, 12",ディンルー,オボンのみ,わんぱく,わざわいのうつわ,はがね,"カタストロフィ, ステルスロック, ふきとばし, ちょうはつ","244, 0, 0, 0, 244, 20",オオニューラ,きあいのタスキ,やんちゃ,かるわざ,ゴースト,"フェイタルクロー, インファイト, じごくづき, どくびし","0, 252, 0, 0, 0, 252",キノガッサ,どくどくだま,わんぱく,ポイズンヒール,ノーマル,"キノコのほうし, からげんき, やどりぎのタネ, みがわり","204, 0, 76, 0, 0, 228",ミミッキュ,こだわりスカーフ,ようき,ばけのかわ,フェアリー,"じゃれつく, のろい, トリック, みちづれ","0, 252, 4, 0, 0, 252"
168,1942.351,しょー,https://esura0060.hatenablog.com/entry/2025/11/02/140011,コライドン,こだわりハチマキ,ようき,ひひいろのこどう,ほのお,"げきりん, インファイト, フレアドライブ, とんぼがえり","0, 252, 4, 0, 0, 252",カイオーガ,とつげきチョッキ,ひかえめ,あめふらし,でんき,"しおふき, かみなり, なみのり, れいとうビーム","236, 0, 0, 156, 0, 116",オーロンゲ,たべのこし,しんちょう,いたずらごころ,くさ,"ソウルクラッシュ, ふいうち, でんじは, すてゼリフ","180, 4, 60, 0, 252, 12",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,じめん,"ムーンフォース, たたりめ, ちょうはつ, でんじは","4, 0, 0, 252, 0, 252",ランドロス(れいじゅう),ゴツゴツメット,わんぱく,いかく,ほのお,"じしん, とんぼがえり, ちょうはつ, ステルスロック","252, 0, 252, 0, 0, 4",キラフロル,ふうせん,おくびょう,どくげしょう,じめん,"パワージェム, キラースピン, だいちのちから, マッドショット","100, 0, 0, 156, 0, 252"
171,1941.488,らい,https://ryepoke.hatenablog.com/entry/2025/11/01/164537,バドレックス,きあいのタスキ,おくびょう,きんちょうかん,じめん,"アストラルビット, テラバースト, おにび, アンコール","0, 0, 4, 252, 0, 252",コライドン,いかさまダイス,ようき,ひひいろのこどう,はがね,"スケイルショット, アイアンヘッド, みがわり, つるぎのまい","0, 252, 0, 0, 4, 252",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, アクアジェット, とんぼがえり","0, 252, 0, 0, 0, 252",ママンボウ,ゴツゴツメット,のんき,いやしのこころ,ノーマル,"クイックターン, アクアジェット, ねがいごと, まもる","252, 0, 252, 0, 4, 0",アラブルタケ,たべのこし,いじっぱり,こだいかっせい,ほのお,"キノコのほうし, タネばくだん, みがわり, こうごうせい","0, 4, 0, 0, 252, 0",テツノワダチ,いのちのたま,ようき,クォークチャージ,ノーマル,"じしん, アイアンヘッド, はたきおとす, ストーンエッジ","0, 252, 0, 0, 4, 252"
174,1939.981,モヤスタル,https://shimoken0128.hatenablog.com/entry/2025/11/02/113300,バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,フェアリー,"アストラルビット, サイコキネシス, テラバースト, トリック","124, 0, 4, 116, 12, 252",ムゲンダイナ,たべのこし,おだやか,プレッシャー,フェアリー,"どくどく, かえんほうしゃ, じこさいせい, まもる","252, 0, 60, 0, 196, 0",パオジアン,きあいのタスキ,いじっぱり,わざわいのつるぎ,あく,"つららおとし, かみくだく, ふいうち, つるぎのまい","0, 252, 4, 0, 0, 252",ガチグマ(アカツキ),おんみつマント,ひかえめ,しんがん,ひこう,"ブラッドムーン, ハイパーボイス, つきのひかり, めいそう","244, 0, 248, 0, 8, 0",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,フェアリー,"じしん, カタストロフィ, じわれ, テラバースト","164, 76, 4, 0, 252, 12",ヘイラッシャ,たべのこし,わんぱく,てんねん,ノーマル,"ウェーブタックル, ねむる, のろい, まもる","252, 0, 252, 0, 4, 0"
199,1929.356,ジャンゴ,https://pokke359.hatenadiary.jp/entry/2025/11/01/190000,コライドン,いかさまダイス,ようき,ひひいろのこどう,はがね,"スケイルショット, アイアンヘッド, つるぎのまい, みがわり","252, 252, 0, 0, 4, 0",バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,ノーマル,"アシストパワー, くさむすび, アンコール, わるだくみ","0, 0, 4, 252, 0, 252",トドロクツキ,おんみつマント,わんぱく,こだいかっせい,ひこう,"くらいつく, りゅうのまい, ちょうはつ, はねやすめ","68, 0, 252, 0, 0, 188",パオジアン,とけないこおり,いじっぱり,わざわいのつるぎ,ほのお,"つららおとし, ふいうち, こおりのつぶて, つるぎのまい","28, 252, 172, 0, 4, 52",テツノワダチ,ブーストエナジー,ようき,クォークチャージ,ノーマル,"キラースピン, はたきおとす, がむしゃら, ステルスロック","252, 4, 28, 0, 52, 172",ブリジュラス,イバンのみ,ひかえめ,がんじょう,フェアリー,"りゅうせいぐん, ラスターカノン, でんじは, メタルバースト","252, 0, 0, 252, 4, 0"
207,1927.167,メモリア,https://note.com/jolly_badger1955/n/n4a56a432fb71,ザシアン(けんのおう),くちたけん,いじっぱり,ふとうのけん,でんき,"きょじゅうざん, じゃれつく, ワイルドボルト, みがわり","220, 236, 0, 0, 0, 52",バドレックス(こくば),こだわりスカーフ,おくびょう,じんばいったい,ゴースト,"アストラルビット, サイコキネシス, アンコール, トリック","76, 0, 4, 252, 4, 172",ママンボウ,とつげきチョッキ,なまいき,さいせいりょく,ノーマル,"クイックターン, アクアジェット, こごえるかぜ, ミラーコート","252, 0, 4, 0, 252, 0",ランドロス(れいじゅう),ゴツゴツメット,わんぱく,いかく,みず,"じしん, とんぼがえり, ちょうはつ, ステルスロック","252, 0, 252, 0, 0, 4",チオンジェン,たべのこし,ずぶとい,わざわいのおふだ,みず,"イカサマ, やどりぎのタネ, まもる, みがわり","252, 0, 156, 0, 100, 0",オオニューラ,きあいのタスキ,いじっぱり,どくしゅ,ステラ,"フェイタルクロー, インファイト, ねこだまし, どくびし","0, 252, 4, 0, 0, 252"
216,1920.895,コトキ,https://note.com/kotoki6155/n/n0a636d45c79d,ラビフット,きあいのタスキ,ようき,もうか,かくとう,"ローキック, カウンター, きしかいせい, とんぼがえり","4, 252, 0, 0, 0, 252",カイリュー,こだわりハチマキ,いじっぱり,せいしんりょく,ノーマル,"しんそく, げきりん, じしん, からげんき","0, 252, 164, 0, 0, 92",ラグラージ,きあいのタスキ,ずぶとい,げきりゅう,ノーマル,"ステルスロック, じしん, はたきおとす, あくび","252, 0, 252, 0, 4, 0",ガチグマ(アカツキ),とつげきチョッキ,ひかえめ,しんがん,ノーマル,"ブラッドムーン, ハイパーボイス, だいちのちから, しんくうは","4, 0, 0, 252, 252, 0",バドレックス(こくば),ひかりのこな,おくびょう,じんばいったい,かくとう,"アストラルビット, テラバースト, やどりぎのタネ, みがわり","0, 0, 4, 252, 0, 252",ネクロズマ(たそがれ),じゃくてんほけん,いじっぱり,プリズムアーマー,じめん,"メテオドライブ, トリックルーム, じしん, フォトンゲイザー","252, 148, 108, 0, 0, 0"
221,1919.827,喜多 郁代,https://rare194.hatenablog.com/entry/2025/11/01/181201,ブラッキー,たべのこし,おだやか,せいしんりょく,フェアリー,"どくどく, ねがいごと, まもる, イカサマ","252, 0, 0, 0, 252, 4",ガチグマ(アカツキ),ゴツゴツメット,ずぶとい,しんがん,フェアリー,"あくび, ブラッドムーン, つきのひかり, まもる","252, 0, 252, 4, 0, 0",ホウオウ,こだわりハチマキ,いじっぱり,さいせいりょく,フェアリー,"せいなるほのお, ブレイブバード, じしん, とんぼがえり","132, 198, 4, 0, 4, 124",バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,フェアリー,"アストラルビット, サイコキネシス, くさむすび, テラバースト","124, 0, 4, 124, 252, 0",ウーラオス(れんげき),きあいのタスキ,いじっぱり,ふかしのこぶし,ステラ,"すいりゅうれんだ, インファイト, アクアジェット, つるぎのまい","0, 252, 0, 0, 4, 252",ランドロス(れいじゅう),とつげきチョッキ,ゆうかん,いかく,くさ,"じしん, くさむすび, とんぼがえり, がんせきふうじ","164, 116, 0, 0, 228, 0"
229,1917.759,まりえ,https://note.com/mari_nyan/n/n1a58214836b6,ミライドン,だっしゅつパック,ひかえめ,ハドロンエンジン,ほのお,"りゅうせいぐん, オーバーヒート, イナズマドライブ, ちょうはつ","236, 0, 0, 252, 0, 20",イダイトウ(オス),きあいのタスキ,ゆうかん,てきおうりょく,ひこう,"アクアブレイク, アクアジェット, おはかまいり, みがわり","44, 252, 212, 0, 0, 0",バドレックス(はくば),たべのこし,ゆうかん,じんばいったい,でんき,"ブリザードランス, テラバースト, のろい, トリックルーム","252, 92, 108, 0, 0, 0",ハバタクカミ,ブーストエナジー,おくびょう,こだいかっせい,ほのお,"ムーンフォース, マジカルフレイム, あまえる, ちょうはつ","164, 0, 204, 100, 0, 36",グライオン,どくどくだま,ようき,ポイズンヒール,みず,"まもる, はたきおとす, みがわり, ちょうはつ","228, 28, 0, 0, 0, 252",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,でんき,"つららおとし, かみくだく, テラバースト, ふいうち","28, 252, 28, 0, 12, 188"
267,1910.419,ヘウォン,https://daipiky08.hatenablog.com/entry/2025/11/01/113401,ルナアーラ,パワフルハーブ,ひかえめ,ファントムガード,ノーマル,"メテオビーム, トリックルーム, シャドーレイ, れいとうビーム","244, 0, 0, 244, 0, 20",コライドン,こだわりハチマキ,いじっぱり,ひひいろのこどう,フェアリー,"フレアドライブ, インファイト, げきりん, とんぼがえり","220, 196, 4, 0, 28, 60",イーユイ,こだわりメガネ,ひかえめ,わざわいのたま,ほのお,"あくのはどう, かえんほうしゃ, オーバーヒート, サイコキネシス","228, 0, 12, 116, 44, 108",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"せいなるつるぎ, つららおとし, こおりのつぶて, つるぎのまい","0, 252, 4, 0, 0, 252",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,はがね,"じしん, カタストロフィ, しっぺがえし, ヘビーボンバー","164, 76, 4, 0, 252, 12",ブリジュラス,オボンのみ,ずぶとい,じきゅうりょく,みず,"ボディプレス, ラスターカノン, てっぺき, りゅうせいぐん","252, 0, 252, 0, 4, 0"
272,1909.961,ふる,https://note.com/ful4645/n/n43db5f408e8e,ムゲンダイナ,こだわりスカーフ,ひかえめ,プレッシャー,ほのお,"ダイマックスほう, ヘドロばくだん, かえんほうしゃ, シャドーボール","92, 0, 4, 252, 4, 156",アルセウス,いかさまダイス,いじっぱり,マルチタイプ,くさ,"しんそく, タネマシンガン, りゅうのまい, みがわり","44, 252, 4, 0, 4, 204",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, とんぼがえり, アクアジェット","252, 172, 68, 0, 4, 12",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,フェアリー,"ムーンフォース, たたりめ, でんじは, ちょうはつ","4, 0, 0, 252, 0, 252",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,ほのお,"じしん, いわなだれ, カタストロフィ, じわれ","4, 156, 4, 0, 220, 124",ブリジュラス,オボンのみ,ずぶとい,じきゅうりょく,フェアリー,"イカサマ, ボディプレス, りゅうせいぐん, でんじは","252, 0, 184, 0, 20, 52"
